ID	Title	Country	Ctl	MA	Type	Drugs	Primary Endpoint	Population	
<a href="https://ClinicalTrials.gov/show/NCT04345419">NCT04345419</a>	A Real-life Experience on Treatment of Patients With COVID 19	Egypt	Y	Y	Drug Repurposing	Chloroquine, Favipiravir, Nitazoxanide, Ivermectin, Niclosamide	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357613">NCT04357613</a>	IMATINIB IN COVID-19 DISEASE IN AGED PATIENTS.	France	Y	N	Drug Repurposing	Imatinib	Safety	Other	
<a href="https://ClinicalTrials.gov/show/NCT04344041">NCT04344041</a>	COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial)	France	Y	N	Drug Repurposing	Vitamin D	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases, Other	
<a href="https://ClinicalTrials.gov/show/NCT04355637">NCT04355637</a>	Inhaled Corticosteroid Treatment of COVID19 Patients With Pneumonia	Spain	Y	N	Drug Repurposing	Budesonide	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04333654">NCT04333654</a>	Hydroxychloroquine in Outpatient Adults With COVID-19	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04351347">NCT04351347</a>	The Efficacy of Ivermectin and Nitazoxanide in COVID-19 Treatment	Egypt	Y	N	Drug Repurposing	Ivermectin, Nitazoxanide	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04348461">NCT04348461</a>	BAttLe Against COVID-19 Using MesenchYmal Stromal Cells	Spain	Y	N	Cell/Blood based	ND:MSC	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04341493">NCT04341493</a>	Hydroxychloroquine vs Nitazoxanide in Patients With COVID-19	Mexico	Y	N	Drug Repurposing	Nitazoxanide	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04315480">NCT04315480</a>	Tocilizumab for SARS-CoV2 (COVID-19) Severe Pneumonitis	Italy	N	N	Drug Repurposing	Tocilizumab	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346446">NCT04346446</a>	Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients	India	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346628">NCT04346628</a>	Oral Favipiravir Compared to Standard Supportive Care in Subjects With Mild COVID-19	United States	Y	N	Drug Repurposing	Favipiravir	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04362059">NCT04362059</a>	A Clinical Trial of Nebulized Bovactant (Alveofact ) for the Treatment of Moderate to Severe COVID-19	United Kingdom	Y	N	Drug Repurposing	Bovactant	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04338906">NCT04338906</a>	Combination Therapy With Camostat Mesilate + Hydroxychloroquine for COVID-19	Germany	Y	N	Drug Repurposing	Camostat	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04325893">NCT04325893</a>	Hydroxychloroquine Versus Placebo in COVID-19 Patients at Risk for Severe Disease	France	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Mortality	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04344535">NCT04344535</a>	Convalescent Plasma vs. Standard Plasma for COVID-19	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04359901">NCT04359901</a>	Sarilumab for Patients With Moderate COVID-19 Disease: A Randomized Controlled Trial With a Play-The-Winner Design	United States	Y	N	Drug Repurposing	Sarilumab	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04361253">NCT04361253</a>	Evaluation of SARS-CoV-2 (COVID-19) Antibody-containing Plasma thErapy	United States	Y	N	Cell/Blood based	Convalescent plasma	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04322123">NCT04322123</a>	Safety and Efficacy of Hydroxychloroquine Associated With Azythromycin in SARS-Cov-2 Virus (COVID-19)	Brazil	Y	Y	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04337918">NCT04337918</a>	Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection	Canada	N	N	Shelved drug or NME	Nitric Oxide Releasing Solution	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP), Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04326036">NCT04326036</a>	Use of cSVF Via IV Deployment for Residual Lung Damage After Symptomatic COVID-19 Infection	United States	N	N	Cell/Blood based	ND:Stem cells	Safety	Other	
<a href="https://ClinicalTrials.gov/show/NCT04344548">NCT04344548</a>	Phase I / II Clinical Study of Immunotherapy Based on Adoptive Cell Transfer as a Therapeutic Alternative for Patients With COVID-19 in Colombia	Colombia	N	N	Cell/Blood based	ND:NK-cells	Safety	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04322396">NCT04322396</a>	Proactive Prophylaxis With Azithromycin and Chloroquine in Hospitalized Patients With COVID-19	Denmark	Y	Y	Drug Repurposing	Azithromycin, Hydroxychloroquine	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04347031">NCT04347031</a>	An Open Randomized Study of the Effectiveness of Mefloquine for the Treatment of Patients With COVID19	Russian Federation	Y	Y	Drug Repurposing	Mefloquine, Hydroxychloroquine, Azithromycin, Tocilizumab	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346693">NCT04346693</a>	An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19	Russian Federation	Y	N	Shelved drug or NME	Dalargin	Efficacy - Viral load	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04341610">NCT04341610</a>	ASC Therapy for Patients With Severe Respiratory COVID-19	Denmark	Y	N	Cell/Blood based	ND:Stem cells	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345289">NCT04345289</a>	Efficacy and Safety of Novel Treatment Options for Adults With COVID-19 Pneumonia	Denmark	Y	Y	Drug Repurposing, Cell/Blood based	ND:Convalescent plasma, Sarilumab, Baricitinib, Hydroxychloroquine	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04293887">NCT04293887</a>	Efficacy and Safety of IFN-a2ß in the Treatment of Novel Coronavirus Patients	China	Y	N	Drug Repurposing	Interferon alpha-1b	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04348370">NCT04348370</a>	BCG Vaccine for Health Care Workers as Defense Against COVID 19	United States	Y	N	Vaccine	BCG Vaccine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04353037">NCT04353037</a>	PATCH 2&3:Prevention & Treatment of COVID-19 (Severe Acute Respiratory Syndrome Coronavirus 2) With Hydroxychloroquine	United States	Y	Y	Drug Repurposing	Hydroxychloroquine	Efficacy - Other efficacy	Exposed individuals (family members, HCP), Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04283461">NCT04283461</a>	Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) for Prophylaxis SARS CoV-2 Infection (COVID-19)	United States	N	Y	Vaccine	ND:Vaccine	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04343729">NCT04343729</a>	Methylprednisolone in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome in Covid-19	Brazil	Y	N	Drug Repurposing	Methylprednisolone	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04338802">NCT04338802</a>	Efficacy and Safety of Nintedanib in the Treatment of Pulmonary Fibrosis in Patients With Moderate to Severe COVID -19	China	Y	N	Drug Repurposing	Nintedanib	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04326426">NCT04326426</a>	ODYSSEY: A Study to Investigate the Efficacy of Tradipitant in Treating Severe or Critical COVID-19 Infection	United States	Y	N	Shelved drug or NME	Tradipitant	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04280224">NCT04280224</a>	NK Cells Treatment for COVID-19	China	Y	N	Cell/Blood based	ND:T-cells	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04269525">NCT04269525</a>	Umbilical Cord(UC)-Derived Mesenchymal Stem Cells(MSCs) Treatment for the 2019-novel Coronavirus(nCOV) Pneumonia	China	N	N	Cell/Blood based	ND:Stem cells	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04261907">NCT04261907</a>	Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Novel Coronavirus Infection	China	Y	N	Drug Repurposing, Shelved drug or NME	ASC09/ritonavir	Efficacy - Oxygen parameters	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04299152">NCT04299152</a>	Stem Cell Educator Therapy Treat the Viral Inflammation in COVID-19	China	Y	N	Cell/Blood based	ND:Stem cells	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04306393">NCT04306393</a>	Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19	United States	Y	N	Drug Repurposing	Nitric oxide	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04361552">NCT04361552</a>	Tocilizumab for the Treatment of Cytokine Release Syndrome in Patients With COVID-19 (SARS-CoV-2 Infection)	United States	Y	N	Drug Repurposing	Tocilizumab	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04340557">NCT04340557</a>	Do Angiotensin Receptor Blockers Mitigate Progression to Acute Respiratory Distress Syndrome With SARS-CoV-2 Infection	United States	Y	N	Drug Repurposing	Losartan	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04322773">NCT04322773</a>	Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure	Denmark	Y	Y	Drug Repurposing	Tocilizumab, Sarilumab	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346329">NCT04346329</a>	Immune Monitoring of Prophylactic Effect of Hydroxychloroquine in Healthcare Providers Highly Exposed to COVID-19	Colombia	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04336410">NCT04336410</a>	Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers	United States	N	N	Vaccine	INO-4800	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04264533">NCT04264533</a>	Vitamin C Infusion for the Treatment of Severe 2019-nCoV Infected Pneumonia	China	Y	N	Drug Repurposing	Ascorbic acid	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04323527">NCT04323527</a>	Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2	Brazil	Y	N	Drug Repurposing	Chloroquine	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04349371">NCT04349371</a>	Saved From COVID-19	United States	Y	N	Drug Repurposing	Chloroquine	Efficacy - Other efficacy	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04322682">NCT04322682</a>	Colchicine Coronavirus SARS-CoV2 Trial (COLCORONA)	Canada	Y	N	Drug Repurposing	Colchicine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04350281">NCT04350281</a>	Double Therapy With IFN-beta 1b and Hydroxychloroquine	Hong Kong	Y	N	Drug Repurposing	Interferon beta-1b	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04275245">NCT04275245</a>	Clinical Study of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia	China	N	N	Shelved drug or NME	Meplazumab	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355052">NCT04355052</a>	Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to "no Treatment" in SARS CoV 2 Virus	Israel	Y	Y	Drug Repurposing	Azithromycin, Camostat	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04341727">NCT04341727</a>	Hydroxychloroquine,Hydroxychloroquine,Azithromycin in the Treatment of SARS CoV-2 Infection	United States	Y	Y	Drug Repurposing	Hydroxychloroquine, Azithromycin, Chloroquine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342728">NCT04342728</a>	Coronavirus 2019 (COVID-19)- Using Ascorbic Acid and Zinc Supplementation	United States	Y	N	Drug Repurposing, Other	Ascorbic Acid, ND:Zinc Gluconate	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04356833">NCT04356833</a>	Nebulised Rt-PA for ARDS Due to COVID-19	United Kingdom	N	N	Shelved drug or NME	Nebulised Rt-PA	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04328467">NCT04328467</a>	Pre-exposure Prophylaxis for SARS-Coronavirus-2	United States	Y	Y	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	General population	
<a href="https://ClinicalTrials.gov/show/NCT04333251">NCT04333251</a>	Study Testing Convalescent Plasma vs Best Supportive Care	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04316377">NCT04316377</a>	Norwegian Coronavirus Disease 2019 Study	Norway	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04276688">NCT04276688</a>	Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment	Hong Kong	Y	Y	Drug Repurposing	Ribavirin, Interferon beta-1b	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT03852537">NCT03852537</a>	Steroid Dosing by bioMARker Guided Titration in Critically Ill Patients With Pneumonia	United States	Y	N	Drug Repurposing	Methylprednisolone	Other	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04308668">NCT04308668</a>	Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	General population	
<a href="https://ClinicalTrials.gov/show/NCT04276987">NCT04276987</a>	A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia	China	N	N	Cell/Blood based	ND:Stem cells	Safety	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04363437">NCT04363437</a>	the COMBAT-COVID-19 Pilot Study	United States	Y	N	Drug Repurposing	Colchicine	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04363840">NCT04363840</a>	The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations	United States	Y	N	Drug Repurposing	Aspirin, Vitamin D	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04363502">NCT04363502</a>	Use of the Interleukin-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection	United States	Y	N	Shelved drug or NME	Clazakizumab	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT03648372">NCT03648372</a>	A Study to Evaluate the Safety, Tolerability and Pharmacokinetics (PK) of TAK-981 in Adult Participants With Advanced or Metastatic Solid Tumors or Relapsed/Refractory Hematologic Malignancies and in a Subset With Coronavirus Disease 2019 (COVID-19)	United States	N	N	Shelved drug or NME	TAK-981	Safety	Other	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001417-21/BE">2020-001417-21</a>	An open label single center randomized controlled trial to evaluate the effect of hydroxychloroquine on viral shedding in mild COVID-19	Belgium	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001770-30/BE">2020-001770-30</a>	COVID 19: Experimental use of tocilizumab (Roactemra&reg;) in severe SARS-CoV-2 related pneumonia.	Belgium	Y	N	Drug Repurposing	Tocilizumab	Efficacy - WHO scale	Severe Cases	
<a href="https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001391-15/IE">2020-001391-15</a>	A randomized double-blind placebo-controlled trial of intravenous plasma-purified alpha-1 antitrypsin for severe COVID-19 illness.	Ireland	N	N	Cell/Blood based	ND:Alpha-1 antitrypsin	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04363346">NCT04363346</a>	Study of FT516 for the Treatment of COVID-19 in Hospitalized Patients With Hypoxia	United States	N	N	Shelved drug or NME	FT516	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04364022">NCT04364022</a>	Efficacy of Pragmatic Same-day COVID-19 Ring Prophylaxis for Adult Individuals Exposed to SARS-CoV-2 in Switzerland	Switzerland	Y	Y	Drug Repurposing	Hydroxychloroquine, Lopinavir/ritonavir	Efficacy - Other efficacy	Exposed individuals (family members, HCP)	
